,0,Farmacia,Normal,Oferta,Producto,SKU
40854,2022-04-05,,,,,
40855,Ahumada,,,,,
40856,Always Protectores Diario Respirable Sin Perfume x 40 Unidades,,,,,
40857,87358,,,,,
40858,1999.00,,,,,
40859,1999.00,,,,,
40860,2022-04-05,,,,,
40861,Ahumada,,,,,
40862,Vichy Liftactiv Specialist Peptide-C Ampollas Anti-Edad x 30 Ampollas,,,,,
40863,87789,,,,,
40864,46899.00,,,,,
40865,46899.00,,,,,
40866,2022-04-05,,,,,
40867,Ahumada,,,,,
40868,Lifestyles Stimula x 12 Unidades,,,,,
40869,3572,,,,,
40870,7795.00,,,,,
40871,7795.00,,,,,
40872,2022-04-05,,,,,
40873,Ahumada,,,,,
40874,Xarelto 15 mg x 28 Comprimidos Recubiertos,,,,,
40875,72278,,,,,
40876,73995.00,,,,,
40877,73995.00,,,,,
40878,2022-04-05,,,,,
40879,Ahumada,,,,,
40880,Suero Glucosalino Isotonico x 500 mL Solucion Inyectable,,,,,
40881,62958,,,,,
40882,2195.00,,,,,
40883,2195.00,,,,,
40884,2022-04-05,,,,,
40885,Ahumada,,,,,
40886,Trizol 200 mg x 30 Comprimidos Dispersables Masticables,,,,,
40887,84809,,,,,
40888,36695.00,,,,,
40889,36695.00,,,,,
40890,2022-04-05,,,,,
40891,Ahumada,,,,,
40892,Boots Espejo Compacto x 1 Unidad,,,,,
40893,86451,,,,,
40894,2999.00,,,,,
40895,2999.00,,,,,
40896,2022-04-05,,,,,
40897,Ahumada,,,,,
40898,"L'Or\u00e9al Paris Labial Les Macarons 832 Strawberry Sauvage x 7,6 mL",,,,,
40899,87567007,,,,,
40900,6899.00,,,,,
40901,6899.00,,,,,
40902,2022-04-05,,,,,
40903,Ahumada,,,,,
40904,Agatha Ruiz de la Prada Eau De Toilette Love Rebel Love Bubblex 30 mL,,,,,
40905,87230004,,,,,
40906,5999.00,,,,,
40907,5999.00,,,,,
40908,2022-04-05,,,,,
40909,Ahumada,,,,,
40910,Maybelline Iluminador Master Chrome Holograph x 67 g,,,,,
40911,85648001,,,,,
40912,5499.00,,,,,
40913,5499.00,,,,,
40914,2022-04-05,,,,,
40915,Ahumada,,,,,
40916,Concentrado de uso local KERTYOL P.S.O.,,,,,
40917,88180,,,,,
40918,18799.00,,,,,
40919,18799.00,,,,,
40920,2022-04-05,,,,,
40921,Ahumada,,,,,
40922,Botanics Serum Facial Triple Age Renegal x 30 mL,,,,,
40923,81483,,,,,
40924,14299.00,,,,,
40925,14299.00,,,,,
40926,2022-04-05,,,,,
40927,Ahumada,,,,,
40928,Lechuga Crema Corporal Reafirmante x 350 mL,,,,,
40929,86906,,,,,
40930,3699.00,,,,,
40931,3699.00,,,,,
40932,2022-04-05,,,,,
40933,Ahumada,,,,,
40934,Galvus Met 50 mg\/1000 mg x 56 Comprimidos Recubiertos,,,,,
40935,65147,,,,,
40936,53995.00,,,,,
40937,53995.00,,,,,
40938,2022-04-05,,,,,
40939,Ahumada,,,,,
40940,Ginkomax  80 mg x 120 Capsulas,,,,,
40941,88006,,,,,
40942,16195.00,,,,,
40943,16195.00,,,,,
40944,2022-04-05,,,,,
40945,Ahumada,,,,,
40946,"L'Or\u00e9al Paris Labial Les Macarons 834 Infinite Spice x 7,6 mL",,,,,
40947,87567008,,,,,
40948,6899.00,,,,,
40949,6899.00,,,,,
40950,2022-04-05,,,,,
40951,Ahumada,,,,,
40952,Cetril 10 mg x 50 Comprimidos,,,,,
40953,44148,,,,,
40954,31895.00,,,,,
40955,31895.00,,,,,
40956,2022-04-05,,,,,
40957,Ahumada,,,,,
40958,Agua Micelar Bif\u00e1sica NIVEA Rose Care 400 ml,,,,,
40959,88493,,,,,
40960,7099.00,,,,,
40961,7099.00,,,,,
40962,2022-04-05,,,,,
40963,Ahumada,,,,,
40964,Boots Set Tiburones Peque\u00f1os x 8 Unidades,,,,,
40965,86450,,,,,
40966,2999.00,,,,,
40967,2999.00,,,,,
40968,2022-04-05,,,,,
40969,Ahumada,,,,,
40970,Rosat-10 10 mg x 30 Comprimidos Recubiertos,,,,,
40971,85569,,,,,
40972,15495.00,,,,,
40973,15495.00,,,,,
40974,2022-04-05,,,,,
40975,Ahumada,,,,,
40976,No 7 Mascarilla Serum Protect & Perfect Intense Advance x 1 Unidad,,,,,
40977,85074,,,,,
40978,4999.00,,,,,
40979,4999.00,,,,,
40980,2022-04-05,,,,,
40981,Ahumada,,,,,
40982,Vichy Base Dermablend 3D Gold 45 x 30 mL,,,,,
40983,81874002,,,,,
40984,28499.00,,,,,
40985,28499.00,,,,,
40986,2022-04-05,,,,,
40987,Ahumada,,,,,
40988,Keppra 500 mg x 30 Comprimidos Recubiertos,,,,,
40989,65093,,,,,
40990,31995.00,,,,,
40991,31995.00,,,,,
40992,2022-04-05,,,,,
40993,Ahumada,,,,,
40994,Schick Maquina De Afeitar Quattro Titanium 4 Sensitive + Repuestos x 1 Pack,,,,,
40995,76186,,,,,
40996,4949.00,,,,,
40997,4949.00,,,,,
40998,2022-04-05,,,,,
40999,Ahumada,,,,,
41000,Pigeon Formador De Pez\u00f3n x 1 Unidad,,,,,
41001,4597,,,,,
41002,10099.00,,,,,
41003,10099.00,,,,,
41004,2022-04-05,,,,,
41005,Ahumada,,,,,
41006,Vichy Base Liftactiv Flexilift Teint Tono 25 x 30 mL,,,,,
41007,68698003,,,,,
41008,33299.00,,,,,
41009,33299.00,,,,,
41010,2022-04-05,,,,,
41011,Ahumada,,,,,
41012,Antonio Banderas Fragancia King Of Seduction x 50 mL,,,,,
41013,78506,,,,,
41014,15099.00,,,,,
41015,15099.00,,,,,
41016,2022-04-05,,,,,
41017,Ahumada,,,,,
41018,"Sifrol ER 1,5 mg x 30 Comprimidos De Liberacion Prolongada",,,,,
41019,69788,,,,,
41020,91395.00,,,,,
41021,91395.00,,,,,
41022,2022-04-05,,,,,
41023,Ahumada,,,,,
41024,EUCERIN DERMATOCLEAN HYALURON ESPUMA MICELAR 3 EN 1 150ML,,,,,
41025,87915,,,,,
41026,16099.00,,,,,
41027,16099.00,,,,,
41028,2022-04-05,,,,,
41029,Ahumada,,,,,
41030,Pilexil x 50 Capsulas Blandas,,,,,
41031,87008,,,,,
41032,20095.00,,,,,
41033,20095.00,,,,,
41034,2022-04-05,,,,,
41035,Ahumada,,,,,
41036,Ezetimiba-Simvastatina 10 mg\/20 mg x 28 Comprimidos,,,,,
41037,87298,,,,,
41038,40995.00,,,,,
41039,40995.00,,,,,
41040,2022-04-05,,,,,
41041,Ahumada,,,,,
41042,Costa Chocolate Milk Excellence x 145 g,,,,,
41043,43508,,,,,
41044,2499.00,,,,,
41045,2499.00,,,,,
41046,2022-04-05,,,,,
41047,Ahumada,,,,,
41048,Pepsodent Pasta Dental Integral 18 Herbal Gum Care x 75 mL,,,,,
41049,87019,,,,,
41050,2199.00,,,,,
41051,2199.00,,,,,
41052,2022-04-05,,,,,
41053,Ahumada,,,,,
41054,Gutapercha Barras x 1 Unidad,,,,,
41055,5535,,,,,
41056,1099.00,,,,,
41057,1099.00,,,,,
41058,2022-04-05,,,,,
41059,Ahumada,,,,,
41060,Benetton Eau De Toilette United Dreams Live Free x 50 mL,,,,,
41061,78083001,,,,,
41062,16749.00,,,,,
41063,16749.00,,,,,
41064,2022-04-05,,,,,
41065,Ahumada,,,,,
41066,Captopril 25 mg x 30 Comprimidos,,,,,
41067,86353,,,,,
41068,4595.00,,,,,
41069,4595.00,,,,,
41070,2022-04-05,,,,,
41071,Ahumada,,,,,
41072,"L'Or\u00e9al Paris Labial Les Macarons 822 Mon Caramel x 7,6 mL",,,,,
41073,87567002,,,,,
41074,6899.00,,,,,
41075,6899.00,,,,,
41076,2022-04-05,,,,,
41077,Ahumada,,,,,
41078,"Bronlival EH 160\/4,5 mcg\/dosis x 120 Dosis Polvo para Inhalaci\u00f3n",,,,,
41079,83583,,,,,
41080,44945.00,,,,,
41081,44945.00,,,,,
41082,2022-04-05,,,,,
41083,Ahumada,,,,,
41084,Vichy Agua De Protecci\u00f3n Solar Capital Soleil Hidratante FPS 50+ x 200 mL,,,,,
41085,88410,,,,,
41086,14799.00,,,,,
41087,14799.00,,,,,
41088,2022-04-05,,,,,
41089,Ahumada,,,,,
41090,Maybelline Corrector Liquido Larga Duraci\u00f3n Super Stay Alta Cobertura 15 Light x 7 mL,,,,,
41091,88161001,,,,,
41092,5599.00,,,,,
41093,5599.00,,,,,
41094,2022-04-05,,,,,
41095,Ahumada,,,,,
41096,S-26 Formula H\/A Gold x 900 g,,,,,
41097,82218,,,,,
41098,31199.00,,,,,
41099,31199.00,,,,,
41100,2022-04-05,,,,,
41101,Ahumada,,,,,
41102,Boots Brocha Para Rubor x 1 Unidad,,,,,
41103,86045,,,,,
41104,2999.00,,,,,
41105,2999.00,,,,,
41106,2022-04-05,,,,,
41107,Ahumada,,,,,
41108,Be Eco Cepillo Dental Ortodoncia Variedades x 1 Unidad,,,,,
41109,88055,,,,,
41110,4299.00,,,,,
41111,4299.00,,,,,
41112,2022-04-05,,,,,
41113,Ahumada,,,,,
41114,Avent Mamadera Vidrio Natural x 120 mL,,,,,
41115,79298,,,,,
41116,14599.00,,,,,
41117,14599.00,,,,,
41118,2022-04-05,,,,,
41119,Ahumada,,,,,
41120,"L'Or\u00e9al Paris M\u00e1scara Unlimted x 7,4 mL",,,,,
41121,87568,,,,,
41122,9399.00,,,,,
41123,9399.00,,,,,
41124,2022-04-05,,,,,
41125,Ahumada,,,,,
41126,Jardiance 25 mg x 30 Comprimidos Recubiertos,,,,,
41127,81431,,,,,
41128,47595.00,,,,,
41129,47595.00,,,,,
41130,2022-04-05,,,,,
41131,Ahumada,,,,,
41132,Maybelline Labial Larga Duraci\u00f3n Superstay 24 Horas 860 Crisp Magenta Paso 1 y 2 x 1 Unidad,,,,,
41133,88162004,,,,,
41134,6849.00,,,,,
41135,6849.00,,,,,
41136,2022-04-05,,,,,
41137,Ahumada,,,,,
41138,Lipitor 40 mg x 30 Comprimidos Recubiertos,,,,,
41139,27146,,,,,
41140,65695.00,,,,,
41141,65695.00,,,,,
41142,2022-04-05,,,,,
41143,Ahumada,,,,,
41144,"Aroxat CR 12,5 mg x 30 Comprimidos Con Recubrimiento Enterico De Liberacion Prolongada",,,,,
41145,43251,,,,,
41146,41195.00,,,,,
41147,41195.00,,,,,
41148,2022-04-05,,,,,
41149,Ahumada,,,,,
41150,Studio Line Gel Capilar Fijador Out Of Bed x 150 mL,,,,,
41151,20358,,,,,
41152,6199.00,,,,,
41153,6199.00,,,,,
41154,2022-04-05,,,,,
41155,Ahumada,,,,,
41156,Lipitor 20 mg x 90 Comprimidos Recubiertos,,,,,
41157,68392,,,,,
41158,100995.00,,,,,
41159,100995.00,,,,,
41160,2022-04-05,,,,,
41161,Ahumada,,,,,
41162,Duoresp Spiromax x 120 Dosis Polvo Para Inhalaci\u00f3n,,,,,
41163,85326,,,,,
41164,55595.00,,,,,
41165,55595.00,,,,,
41166,2022-04-05,,,,,
41167,Ahumada,,,,,
41168,Soap & Glory Mascarilla Facial Miracle Moisture x 1 Unidad,,,,,
41169,85181,,,,,
41170,4999.00,,,,,
41171,4999.00,,,,,
41172,2022-04-05,,,,,
41173,Ahumada,,,,,
41174,Vytorin 10 mg\/40 mg x 28 Comprimidos,,,,,
41175,45024,,,,,
41176,72345.00,,,,,
41177,72345.00,,,,,
41178,2022-04-05,,,,,
41179,Ahumada,,,,,
41180,EUCERIN AQUAPHOR LABIOS 10ML,,,,,
41181,88247,,,,,
41182,5999.00,,,,,
41183,5999.00,,,,,
41184,2022-04-05,,,,,
41185,Ahumada,,,,,
41186,Galvus Met 50 mg\/850 mg x 56 Comprimidos Recubiertos,,,,,
41187,65149,,,,,
41188,53995.00,,,,,
41189,53995.00,,,,,
41190,2022-04-05,,,,,
41191,Ahumada,,,,,
41192,Maybelline Corrector Liquido Larga Duraci\u00f3n Super Stay Alta Cobertura 30 Honey x 7 mL,,,,,
41193,88161003,,,,,
41194,5599.00,,,,,
41195,5599.00,,,,,
41196,2022-04-05,,,,,
41197,Ahumada,,,,,
41198,Lidclean Limpiadora x 50 mL Espuma Dermica,,,,,
41199,87136,,,,,
41200,18195.00,,,,,
41201,18195.00,,,,,
41202,2022-04-05,,,,,
41203,Ahumada,,,,,
41204,Babysec Toallitas Humedas Super Premium x 40 Unidades,,,,,
41205,86725,,,,,
41206,1649.00,,,,,
41207,1649.00,,,,,
41208,2022-04-05,,,,,
41209,Ahumada,,,,,
41210,Vitakron Hombre x 60 Comprimidos Recubiertos,,,,,
41211,87493,,,,,
41212,15595.00,,,,,
41213,15595.00,,,,,
41214,2022-04-05,,,,,
41215,Ahumada,,,,,
41216,Uriage Protector Solar Crema SPF50+ x 50 mL,,,,,
41217,87549,,,,,
41218,15599.00,,,,,
41219,15599.00,,,,,
41220,2022-04-05,,,,,
41221,Ahumada,,,,,
41222,Suerox Bebida Frutilla-Kiwi x 630 mL,,,,,
41223,87945,,,,,
41224,2645.00,,,,,
41225,2645.00,,,,,
41226,2022-04-05,,,,,
41227,Ahumada,,,,,
41228,Avene Protector Solar FPS 50 Polvo Compacto Color x 10 g,,,,,
41229,44633,,,,,
41230,26099.00,,,,,
41231,26099.00,,,,,
41232,2022-04-05,,,,,
41233,Ahumada,,,,,
41234,Clotrombix 75 mg x 30 Comprimidos Recubiertos,,,,,
41235,77212,,,,,
41236,15595.00,,,,,
41237,15595.00,,,,,
41238,2022-04-05,,,,,
41239,Ahumada,,,,,
41240,Leche & Tonico Micelar 2 en 1 NIVEA Rose Care 200 ml,,,,,
41241,88492,,,,,
41242,5399.00,,,,,
41243,5399.00,,,,,
41244,2022-04-05,,,,,
41245,Ahumada,,,,,
41246,La Roche Posay Stick Lipikar AP+ Anti Irritaciones x 15 mL,,,,,
41247,85338,,,,,
41248,10899.00,,,,,
41249,10899.00,,,,,
41250,2022-04-05,,,,,
41251,Ahumada,,,,,
41252,Cardioaspirina EC 100 mg x 20 Comprimidos Con Recubrimiento Ent\u00e9rico,,,,,
41253,1289,,,,,
41254,6295.00,,,,,
41255,6295.00,,,,,
41256,2022-04-05,,,,,
41257,Ahumada,,,,,
41258,Oral B Repuesto Cepillo Dental El\u00e9ctrico Sensible x 2 Unidades,,,,,
41259,87249,,,,,
41260,10599.00,,,,,
41261,10599.00,,,,,
41262,2022-04-05,,,,,
41263,Ahumada,,,,,
41264,Boots Mascarilla De Arcilla Cucumber x 50 mL,,,,,
41265,86747,,,,,
41266,2999.00,,,,,
41267,2999.00,,,,,
41268,2022-04-05,,,,,
41269,Ahumada,,,,,
41270,Mupax 2% x 15 Crema Topica,,,,,
41271,87604,,,,,
41272,15895.00,,,,,
41273,15895.00,,,,,
41274,2022-04-05,,,,,
41275,Ahumada,,,,,
41276,Relvar Ellipta 184 mcg\/22 mcg x 30 Dosis Polvo Para Inhalacion,,,,,
41277,78453,,,,,
41278,71545.00,,,,,
41279,71545.00,,,,,
41280,2022-04-05,,,,,
41281,Ahumada,,,,,
41282,Bi - O Antitranspirante Roll-On Te Verde Mujer x 50 mL,,,,,
41283,87352,,,,,
41284,4299.00,,,,,
41285,4299.00,,,,,
41286,2022-04-05,,,,,
41287,Ahumada,,,,,
41288,Botanics Organic Toalla Desmaquillante x 25 Unidades,,,,,
41289,87678,,,,,
41290,3399.00,,,,,
41291,3399.00,,,,,
41292,2022-04-05,,,,,
41293,Ahumada,,,,,
41294,EUCERIN DERMATOCLEAN DESMAQUILLANTE BIF\u00c1SICO DE OJOS 125ML,,,,,
41295,87912,,,,,
41296,13599.00,,,,,
41297,13599.00,,,,,
41298,2022-04-05,,,,,
41299,Ahumada,,,,,
41300,Botanics M\u00e1scara Facial Shine Away x 1 Unidad,,,,,
41301,86227,,,,,
41302,6549.00,,,,,
41303,6549.00,,,,,
41304,2022-04-05,,,,,
41305,Ahumada,,,,,
41306,Aroxat CR 25 mg x 30 Comprimidos Con Recubrimiento Enterico De Liberacion Prolongada,,,,,
41307,43252,,,,,
41308,57895.00,,,,,
41309,57895.00,,,,,
41310,2022-04-05,,,,,
41311,Ahumada,,,,,
41312,Boots Brocha Base x 1 Unidad,,,,,
41313,86070,,,,,
41314,2999.00,,,,,
41315,2999.00,,,,,
41316,2022-04-05,,,,,
41317,Ahumada,,,,,
41318,Perspirex Original Antitranspirante Roll On x 20 mL,,,,,
41319,87006,,,,,
41320,10499.00,,,,,
41321,10499.00,,,,,
41322,2022-04-05,,,,,
41323,Ahumada,,,,,
41324,Herbal Essences Pack Shampoo + Acondicionador Daily Detox Brillo x 1 Pack,,,,,
41325,84139,,,,,
41326,5199.00,,,,,
41327,5199.00,,,,,
41328,2022-04-05,,,,,
41329,Ahumada,,,,,
41330,"L'Or\u00e9al Paris Labial Les Macarons 840 Infinite Plum x 7,6 mL",,,,,
41331,87567001,,,,,
41332,6899.00,,,,,
41333,6899.00,,,,,
41334,2022-04-05,,,,,
41335,Ahumada,,,,,
41336,Lamotrigina 100 mg x 30 Comprimidos,,,,,
41337,86366,,,,,
41338,12995.00,,,,,
41339,12995.00,,,,,
41340,2022-04-05,,,,,
41341,Ahumada,,,,,
41342,Lady Speed Stick Desodorante Spray Powder Fresh 24:7 x 91 g,,,,,
41343,84181005,,,,,
41344,3199.00,,,,,
41345,3199.00,,,,,
41346,2022-04-05,,,,,
41347,Ahumada,,,,,
41348,Lyrica 150 mg x 28 Capsulas,,,,,
41349,44349,,,,,
41350,80795.00,,,,,
41351,80795.00,,,,,
41352,2022-04-05,,,,,
41353,Ahumada,,,,,
41354,Tolbutamida 500 mg x 20 Comprimidos,,,,,
41355,86378,,,,,
41356,3945.00,,,,,
41357,3945.00,,,,,
41358,2022-04-05,,,,,
41359,Ahumada,,,,,
41360,"Tiadis 2,5 mg x 30 Comprimidos Recubiertos",,,,,
41361,72697,,,,,
41362,63495.00,,,,,
41363,63495.00,,,,,
41364,2022-04-05,,,,,
41365,Ahumada,,,,,
41366,La Coupe Acondicionador Orgnx Shea Butter & 100% Coconut Oil x 300 mL,,,,,
41367,85818,,,,,
41368,7999.00,,,,,
41369,7999.00,,,,,
41370,2022-04-05,,,,,
41371,Ahumada,,,,,
41372,Dove Shampoo Regeneracion extrema x 300 g,,,,,
41373,88221,,,,,
41374,3999.00,,,,,
41375,3999.00,,,,,
41376,2022-04-05,,,,,
41377,Ahumada,,,,,
41378,Jardiance 10 mg x 30 Comprimidos Recubiertos,,,,,
41379,85574,,,,,
41380,37795.00,,,,,
41381,37795.00,,,,,
41382,2022-04-05,,,,,
41383,Ahumada,,,,,
41384,"L'Or\u00e9al Paris Labial Les Macarons 838 Berry Cherie x 7,6 mL",,,,,
41385,87567010,,,,,
41386,6899.00,,,,,
41387,6899.00,,,,,
41388,2022-04-05,,,,,
41389,Ahumada,,,,,
41390,La Roche Posay Protector Solar Spray Anthelios Shaka Adultos FPS 50+ x 200 mL,,,,,
41391,88406,,,,,
41392,21099.00,,,,,
41393,21099.00,,,,,
41394,2022-04-05,,,,,
41395,Ahumada,,,,,
41396,Esc 20 mg x 30 Comprimidos Recubiertos,,,,,
41397,80791,,,,,
41398,19695.00,,,,,
41399,19695.00,,,,,
41400,2022-04-05,,,,,
41401,Ahumada,,,,,
41402,Tol 12 Oral x 250 mL Solucion Oral,,,,,
41403,8464,,,,,
41404,9395.00,,,,,
41405,9395.00,,,,,
41406,2022-04-05,,,,,
41407,Ahumada,,,,,
41408,Anafranil 75 mg x 20 Comprimidos Recubiertos de Liberacion Prolongada,,,,,
41409,20409,,,,,
41410,59495.00,,,,,
41411,59495.00,,,,,
41412,2022-04-05,,,,,
41413,Ahumada,,,,,
41414,Pantene Acondionador Brillo Extremo x 400 mL,,,,,
41415,32006010,,,,,
41416,4199.00,,,,,
41417,4199.00,,,,,
41418,2022-04-05,,,,,
41419,Ahumada,,,,,
41420,Vichy Capital Soleil Matificante 3-En-1 Oil Control FPS 50+ x 50 mL,,,,,
41421,87938,,,,,
41422,20799.00,,,,,
41423,20799.00,,,,,
41424,2022-04-05,,,,,
41425,Ahumada,,,,,
41426,Ammen Colonia Clasica x 120 mL,,,,,
41427,7806,,,,,
41428,2699.00,,,,,
41429,2699.00,,,,,
41430,2022-04-05,,,,,
41431,Ahumada,,,,,
41432,"L'Or\u00e9al Paris Corrector True Match 2N Vanille x 6,8 mL",,,,,
41433,76811,,,,,
41434,5799.00,,,,,
41435,5799.00,,,,,
41436,2022-04-05,,,,,
41437,Ahumada,,,,,
41438,Lady-Ten 35 x 21 Comprimidos,,,,,
41439,5302,,,,,
41440,23395.00,,,,,
41441,23395.00,,,,,
41442,2022-04-05,,,,,
41443,Ahumada,,,,,
41444,Symbicort Turbuhaler 320 mcg\/9 mcg x 60 Dosis Polvo Para Inhalacion,,,,,
41445,46777,,,,,
41446,83595.00,,,,,
41447,83595.00,,,,,
41448,2022-04-05,,,,,
41449,Ahumada,,,,,
41450,Vichy Protector Solar Gel Capital Soleil Wet Skin Ni\u00f1os FPS 50+ x 200 mL,,,,,
41451,88407,,,,,
41452,15999.00,,,,,
41453,15999.00,,,,,
41454,2022-04-05,,,,,
41455,Ahumada,,,,,
41456,Monoi Tiki Tahiti Bronceador SPF 3 Vainilla x 120 mL,,,,,
41457,85780,,,,,
41458,10399.00,,,,,
41459,10399.00,,,,,
41460,2022-04-05,,,,,
41461,Ahumada,,,,,
41462,Pampers Premiun Care Pants XXG x 52 Unidades,,,,,
41463,85785005,,,,,
41464,24699.00,,,,,
41465,24699.00,,,,,
41466,2022-04-05,,,,,
41467,Ahumada,,,,,
41468,La Coupe Acondicionador Orgnx Coconut & Macadamia Oil x 300 mL,,,,,
41469,78819003,,,,,
41470,8299.00,,,,,
41471,8299.00,,,,,
41472,2022-04-05,,,,,
41473,Ahumada,,,,,
41474,Rux 5 mg x 30 Comprimidos Recubiertos,,,,,
41475,82706,,,,,
41476,10095.00,,,,,
41477,10095.00,,,,,
41478,2022-04-05,,,,,
41479,Ahumada,,,,,
41480,Botanics Serum Radiant Youth x 30 mL,,,,,
41481,81201,,,,,
41482,13449.00,,,,,
41483,13449.00,,,,,
41484,2022-04-05,,,,,
41485,Ahumada,,,,,
41486,Elixir Anti-Arrugas Q10 Power NIVEA 30ML,,,,,
41487,87398,,,,,
41488,12499.00,,,,,
41489,12499.00,,,,,
41490,2022-04-05,,,,,
41491,Ahumada,,,,,
41492,Shakira Eau De Toilette Dance Diamonds x 50 mL,,,,,
41493,84901,,,,,
41494,15699.00,,,,,
41495,15699.00,,,,,
41496,2022-04-05,,,,,
41497,Ahumada,,,,,
41498,Botanics M\u00e1scara All Bright x 1 Unidad,,,,,
41499,86230,,,,,
41500,5449.00,,,,,
41501,5449.00,,,,,
41502,2022-04-05,,,,,
41503,Ahumada,,,,,
41504,Neumocort HFA 200 mcg\/dosis x 200 Dosis Aerosol Para Inhalaci\u00f3n,,,,,
41505,69676,,,,,
41506,14295.00,,,,,
41507,14295.00,,,,,
41508,2022-04-05,,,,,
41509,Ahumada,,,,,
41510,L'Oreal Tintura Men Expert Excell 5 Tono 1 x 134 g,,,,,
41511,87991001,,,,,
41512,11399.00,,,,,
41513,11399.00,,,,,
41514,2022-04-05,,,,,
41515,Ahumada,,,,,
41516,Vichy Crema Neovadiol Contorno Labios Y Ojos x 15 mL,,,,,
41517,70068,,,,,
41518,35499.00,,,,,
41519,35499.00,,,,,
41520,2022-04-05,,,,,
41521,Ahumada,,,,,
41522,Norvasc 5 mg x 30 Comprimidos,,,,,
41523,13344,,,,,
41524,37995.00,,,,,
41525,37995.00,,,,,
41526,2022-04-05,,,,,
41527,Ahumada,,,,,
41528,Antitranspirante Nivea Beauty Elixir Sensitive Spray 150ml,,,,,
41529,87797,,,,,
41530,2999.00,,,,,
41531,2999.00,,,,,
41532,2022-04-05,,,,,
41533,Ahumada,,,,,
41534,Eliquis 5 mg x 60 Comprimidos Recubiertos,,,,,
41535,76447,,,,,
41536,82595.00,,,,,
41537,82595.00,,,,,
41538,2022-04-05,,,,,
41539,Ahumada,,,,,
41540,Cicatricure Crema Age Care Aclarante x 50 mL,,,,,
41541,87954,,,,,
41542,7199.00,,,,,
41543,7199.00,,,,,
41544,2022-04-05,,,,,
41545,Ahumada,,,,,
41546,L'Oreal Tintura Men Expert Excell 5 Tono 3 x 134 g,,,,,
41547,87991002,,,,,
41548,11399.00,,,,,
41549,11399.00,,,,,
41550,2022-04-05,,,,,
41551,Ahumada,,,,,
41552,Rovartal 10 mg x 30 Comprimidos Recubiertos,,,,,
41553,71226,,,,,
41554,20295.00,,,,,
41555,20295.00,,,,,
41556,2022-04-05,,,,,
41557,Ahumada,,,,,
41558,Etiquet Desodorante Crema Woman Clasico x 100 g,,,,,
41559,5389,,,,,
41560,5399.00,,,,,
41561,5399.00,,,,,
41562,2022-04-05,,,,,
41563,Ahumada,,,,,
41564,"Blistex FPS 15 Berry x 4,25 g Crema Labial",,,,,
41565,86667,,,,,
41566,4999.00,,,,,
41567,4999.00,,,,,
41568,2022-04-05,,,,,
41569,Ahumada,,,,,
41570,Neurum 50 mg x 30 Capsulas,,,,,
41571,72077,,,,,
41572,12595.00,,,,,
41573,12595.00,,,,,
41574,2022-04-05,,,,,
41575,Ahumada,,,,,
41576,Valcote ER 500 mg x 50 Comprimidos Recubiertos De Liberaci\u00f3n Prolongada,,,,,
41577,21453,,,,,
41578,74395.00,,,,,
41579,74395.00,,,,,
41580,2022-04-05,,,,,
41581,Ahumada,,,,,
41582,Prolia 60 mg\/mL x 1 Jeringa Prellenada Solucion Inyectable,,,,,
41583,72237,,,,,
41584,197395.00,,,,,
41585,197395.00,,,,,
41586,2022-04-05,,,,,
41587,Ahumada,,,,,
41588,Benetton Eau De Toilette Colors Man Blue x 60 mL,,,,,
41589,85456,,,,,
41590,16349.00,,,,,
41591,16349.00,,,,,
41592,2022-04-05,,,,,
41593,Ahumada,,,,,
41594,Crestor 20 mg x 30 Comprimidos Recubiertos,,,,,
41595,80606,,,,,
41596,59195.00,,,,,
41597,59195.00,,,,,
41598,2022-04-05,,,,,
41599,Ahumada,,,,,
41600,Lipitor 20 mg x 60 Comprimidos Recubiertos,,,,,
41601,46346,,,,,
41602,93595.00,,,,,
41603,93595.00,,,,,
41604,2022-04-05,,,,,
41605,Ahumada,,,,,
41606,"Louten-T x 2,5 mL Solucion Oftalmica",,,,,
41607,72776,,,,,
41608,21295.00,,,,,
41609,21295.00,,,,,
41610,2022-04-05,,,,,
41611,Ahumada,,,,,
41612,"Eurocor D 5 mg\/6,25 mg x 35 Comprimidos Recubiertos",,,,,
41613,75606,,,,,
41614,18195.00,,,,,
41615,18195.00,,,,,
41616,2022-04-05,,,,,
41617,Ahumada,,,,,
41618,Eau Thermale Avene Fluido Solar Antiedad Con Color SPF50+ x 50 mL,,,,,
41619,87983,,,,,
41620,19899.00,,,,,
41621,19899.00,,,,,
41622,2022-04-05,,,,,
41623,Ahumada,,,,,
41624,Paldar 2 % x 5 g Ung\u00fcento T\u00f3pico,,,,,
41625,49682,,,,,
41626,5895.00,,,,,
41627,5895.00,,,,,
41628,2022-04-05,,,,,
41629,Ahumada,,,,,
41630,Depo-Medrol 40 mg\/mL x 1 Ampolla Suspensi\u00f3n Inyectable,,,,,
41631,4217,,,,,
41632,36395.00,,,,,
41633,36395.00,,,,,
41634,2022-04-05,,,,,
41635,Ahumada,,,,,
41636,Antonio Banderas Eau De Toilette The Secret Temptatio x 50 mL,,,,,
41637,83525,,,,,
41638,15099.00,,,,,
41639,15099.00,,,,,
41640,2022-04-05,,,,,
41641,Ahumada,,,,,
41642,Lanzopral DB 30 mg x 15 Comprimidos De DiSoluci\u00f3n Bucal Con MicroGr\u00e1nulos Con Recubrimiento Ent\u00e9rico,,,,,
41643,86930,,,,,
